"year","location_code","prodinit_ippu_electronics_tonne"
2012,"SVN",260940.952260173
2013,"SVN",284100.239871791
2014,"SVN",303524.379726132
2015,"SVN",286597.468478071
2016,"SVN",300354.755804451
2017,"SVN",309970.324653344
2018,"SVN",326024.3259782
2019,"SVN",338693.094736737
2020,"SVN",351296.143327351
2010,"SWE",2782770.97602325
2011,"SWE",3212774.57313712
2012,"SWE",2767145.41702286
2013,"SWE",2751918.82696797
2014,"SWE",2756021.64825574
2015,"SWE",2409276.44242347
2016,"SWE",2433424.25113781
2017,"SWE",2287096.527246
2018,"SWE",2246289.55350197
2019,"SWE",2198907.77890626
2020,"SWE",2389278.24934912
2010,"SWZ",8350.8468133525
2011,"SWZ",10430.5236872068
2012,"SWZ",7904.91337713844
2013,"SWZ",6650.41052442805
2014,"SWZ",6858.81338360306
2015,"SWZ",6247.06107130808
2016,"SWZ",6451.13536221359
2017,"SWZ",7008.38392349581
2018,"SWZ",6542.30815794534
2019,"SWZ",6272.77823984911
2020,"SWZ",5409.74435102865
2010,"SXM",1258.45411418756
2011,"SXM",786.237529496122
2012,"SXM",970.945729715987
2013,"SXM",1231.00438506102
2014,"SXM",1332.7186708858
2015,"SXM",1406.92031291183
2016,"SXM",1508.285801698
2017,"SXM",1345.91098620447
2018,"SXM",1485.60949752726
2019,"SXM",1258.45411418756
2020,"SXM",1258.45411418756
2010,"SYC",1377.59128175072
2011,"SYC",1496.11628207269
2012,"SYC",1871.76917334661
2013,"SYC",2818.12633601401
2014,"SYC",1999.93109824583
2015,"SYC",2571.14895227004
2016,"SYC",1918.55877670439
2017,"SYC",1758.35438375036
2018,"SYC",2266.57484997169
2019,"SYC",2071.63557635634
2020,"SYC",2527.03234085925
2010,"SYR",122965.513667746
2011,"SYR",122673.653086483
2012,"SYR",76602.9872741252
2013,"SYR",21178.1845747104
2014,"SYR",28971.1404780083
2015,"SYR",38752.4194612472
2016,"SYR",24083.8621636775
2017,"SYR",63923.1692493836
2018,"SYR",81565.5652511376
2019,"SYR",65275.9623195729
2020,"SYR",20419.7339529753
2010,"TCD",10842.9012568674
2011,"TCD",8030.18458486594
2012,"TCD",5624.21512843235
2013,"TCD",8584.46416159164
2014,"TCD",10428.4874337149
2015,"TCD",7581.48677917194
2016,"TCD",3737.46736636196
2017,"TCD",6012.39126732517
2018,"TCD",7677.14813479646
2019,"TCD",11044.739025569
2020,"TCD",8188.95145338132
2010,"TGO",12193.2867077409
2011,"TGO",9102.98261439022
2012,"TGO",12666.3663198487
2013,"TGO",12456.2585534944
2014,"TGO",21583.9060939354
2015,"TGO",21551.2780921145
2016,"TGO",32211.2307294855
2017,"TGO",39541.1201661147
2018,"TGO",45203.524729168
2019,"TGO",60117.0800395691
2020,"TGO",68748.2542965076
2010,"THA",2664363.08909887
2011,"THA",2658558.15086467
2012,"THA",2750731.94602756
2013,"THA",2815149.97899594
2014,"THA",2962962.89951155
2015,"THA",3145783.55589493
2016,"THA",3355607.88272536
2017,"THA",3698456.38262401
2018,"THA",3731721.26502457
2019,"THA",3875797.2941059
2020,"THA",4367271.63329433
2010,"TJK",6530.90524293588
2011,"TJK",9196.1468121433
2012,"TJK",8229.41063046122
2013,"TJK",11538.570349998
2014,"TJK",19578.3180315845
2015,"TJK",14972.9067655792
2016,"TJK",14972.9067655792
2017,"TJK",19507.6182501548
2018,"TJK",21699.0106553924
2019,"TJK",22708.9082832702
2020,"TJK",15767.2726342722
2010,"TKM",27396.4950104419
2011,"TKM",41384.0781491977
2012,"TKM",52828.8412751865
2013,"TKM",74473.7203185337
2014,"TKM",68798.689485597
2015,"TKM",63586.997711811
2016,"TKM",53027.621085343
2017,"TKM",44574.1612416742
2018,"TKM",49042.791850493
2019,"TKM",52790.3773475864
2020,"TKM",52790.3773475864
2010,"TLS",1792.82271747438
2011,"TLS",2387.48856644391
2012,"TLS",2434.14965267547
2013,"TLS",5800.54315637258
2014,"TLS",2055.14707292178
2015,"TLS",3295.15554344333
2016,"TLS",2987.85987407289
2017,"TLS",4406.92698165129
2018,"TLS",2760.52438267985
2019,"TLS",2076.0997081265
2020,"TLS",2042.63110423502
2010,"TON",690.678346880359
2011,"TON",449.207923546864
2012,"TON",596.271330298218
2013,"TON",1158.5573059201
2014,"TON",1294.52798914862
2015,"TON",576.44076725403
2016,"TON",728.451498687287
2017,"TON",571.186481081059
2018,"TON",827.24041707068
2019,"TON",1019.13349274077
2020,"TON",824.277421954732
2010,"TUN",417839.168499711
2011,"TUN",493821.312295181
2012,"TUN",438393.28603836
2013,"TUN",450683.392633714
2014,"TUN",485693.293982145
2015,"TUN",484614.501719245
2016,"TUN",482640.052261289
2017,"TUN",475136.692739697
2018,"TUN",443670.911043671
2019,"TUN",459936.214644622
2020,"TUN",467472.611400976
2010,"TUR",2633598.99941373
2011,"TUR",2774011.87716801
2012,"TUR",2777171.46080415
2013,"TUR",2932661.67529642
2014,"TUR",2921825.53143857
2015,"TUR",3005981.62225064
2016,"TUR",3143449.17625358
2017,"TUR",2807020.81540447
2018,"TUR",2406960.12742872
2019,"TUR",2390491.44782416
2020,"TUR",2371670.48403378
2010,"TZA",56597.0793499051
2011,"TZA",80653.1284741355
2012,"TZA",92273.1490858874
2013,"TZA",82708.5923825925
2014,"TZA",122958.73681069
2015,"TZA",211677.527273571
2016,"TZA",176000.738361182
2017,"TZA",142296.050443962
2018,"TZA",173345.025274523
2019,"TZA",149699.975552057
2020,"TZA",164387.310564658
2010,"UGA",60537.8817487819
2011,"UGA",82948.3168266299
2012,"UGA",53113.3154589252
2013,"UGA",46316.8338139982
2014,"UGA",47606.4668965057
2015,"UGA",50493.7902813971
2016,"UGA",81527.671897951
2017,"UGA",77150.2776568117
2018,"UGA",53913.7722110325
2019,"UGA",49651.1022624016
2020,"UGA",46900.5251117337
2010,"UKR",460592.542688222
2011,"UKR",522473.030378532
2012,"UKR",552701.136690737
2013,"UKR",600830.467921625
2014,"UKR",412682.824486799
2015,"UKR",281687.105100349
2016,"UKR",321127.084569011
2017,"UKR",403389.953072129
2018,"UKR",536125.924493083
2019,"UKR",629332.025558207
2020,"UKR",573448.274726161
2010,"URY",112622.631371721
2011,"URY",134462.768249968
2012,"URY",138963.174874825
2013,"URY",152864.656454591
2014,"URY",204726.366361459
2015,"URY",188203.921257018
2016,"URY",166373.313145954
2017,"URY",156991.008936823
2018,"URY",130887.706145701
2019,"URY",126884.873945031
2020,"URY",110462.548568882
2010,"USA",83041516.8538106
2011,"USA",80952599.44799
2012,"USA",86267328.3744843
2013,"USA",89916030.4922727
2014,"USA",94636791.2881014
2015,"USA",103616554.517896
2016,"USA",108679640.208747
2017,"USA",110418322.511644
2018,"USA",111041005.149658
2019,"USA",115982921.046206
2020,"USA",123437490.376937
2010,"UZB",70100.5869459996
2011,"UZB",90690.2205532138
2012,"UZB",103057.072490233
2013,"UZB",109090.18395677
2014,"UZB",159144.27897508
2015,"UZB",168019.183254305
2016,"UZB",150208.237089623
2017,"UZB",104581.466956527
2018,"UZB",82915.7424612995
2019,"UZB",106254.754460141
2020,"UZB",111791.046889496
2010,"VEN",881064.263915887
2011,"VEN",725185.701125801
2012,"VEN",762697.418416
2013,"VEN",408156.17872326
2014,"VEN",319074.649279815
2015,"VEN",619235.642292153
2016,"VEN",619235.642292153
2017,"VEN",619235.642292153
2018,"VEN",619235.642292153
2019,"VEN",619235.642292153
2020,"VEN",619235.642292153
2010,"VNM",900699.790325053
2011,"VNM",1364589.61310921
2012,"VNM",2493782.60754076
2013,"VNM",3138929.73734554
2014,"VNM",3421757.92660747
2015,"VNM",4181110.86643426
2016,"VNM",4831965.26657646
2017,"VNM",6117597.92967633
2018,"VNM",6296090.75638648
2019,"VNM",7400700.48327578
2020,"VNM",8215729.40367252
2010,"VUT",1235.15266453568
2011,"VUT",957.287930029284
2012,"VUT",1018.89431788452
2013,"VUT",1031.19302250267
2014,"VUT",1196.85050678764
2015,"VUT",1428.48177961765
2016,"VUT",1727.70867171259
2017,"VUT",1473.22803301866
2018,"VUT",1297.08536370908
2019,"VUT",1401.52978848211
2020,"VUT",1248.06172196491
2010,"WSM",7411.90693209202
2011,"WSM",6807.59293977632
2012,"WSM",5161.42077686575
2013,"WSM",4378.3987944064
2014,"WSM",3754.80104869898
2015,"WSM",3934.35400052076
2016,"WSM",4808.77816962446
2017,"WSM",3255.22281514305
2018,"WSM",1860.00151413305
2019,"WSM",3418.09802901951
2020,"WSM",1900.61686990228
2010,"YEM",44775.876616921
2011,"YEM",31794.8312126235
2012,"YEM",48059.7938288715
2013,"YEM",62203.1044704736
2014,"YEM",74096.3611722737
2015,"YEM",30292.3222888927
2016,"YEM",24910.3857855926
2017,"YEM",16183.1620471904
2018,"YEM",21819.5976520238
2019,"YEM",39348.3816749847
2020,"YEM",39348.3816749847
2010,"ZAF",1205386.11149526
2011,"ZAF",1275251.4873507
2012,"ZAF",1240416.31323585
2013,"ZAF",1254624.40540684
2014,"ZAF",1184207.66886882
2015,"ZAF",1226339.64537306
2016,"ZAF",1062826.32778901
2017,"ZAF",1137325.84773281
2018,"ZAF",1125376.90038117
2019,"ZAF",1206061.47129734
2020,"ZAF",1054470.61559797
2010,"ZMB",31433.1372107769
2011,"ZMB",44945.6811993213
2012,"ZMB",40972.9671174813
2013,"ZMB",43589.3169201277
2014,"ZMB",55774.6700431337
2015,"ZMB",40162.1698041807
2016,"ZMB",52363.0994484303
2017,"ZMB",40818.5760806268
2018,"ZMB",49576.1764319049
2019,"ZMB",49969.0381447092
2020,"ZMB",28851.7313029549
2010,"ZWE",19295.354917041
2011,"ZWE",21466.5614911526
2012,"ZWE",31361.6753744034
2013,"ZWE",26677.8906926199
2014,"ZWE",27707.1885185189
2015,"ZWE",32289.7530149188
2016,"ZWE",29468.6819058502
2017,"ZWE",39289.9583831504
2018,"ZWE",25746.5509930099
2019,"ZWE",24253.3329190153
2020,"ZWE",26889.3707970731
