"year","location_code","prodinit_ippu_chemicals_tonne"
2019,"SVN",311569.147110725
2020,"SVN",419870.805409651
2010,"SWE",2029444.17582139
2011,"SWE",2158130.75598671
2012,"SWE",2209009.054251
2013,"SWE",2372743.37286995
2014,"SWE",2395817.21605139
2015,"SWE",2169031.61291764
2016,"SWE",2029678.27970349
2017,"SWE",2047448.28069803
2018,"SWE",1896424.71530854
2019,"SWE",1918003.56325169
2020,"SWE",1987464.77749671
2010,"SWZ",83342.5587205987
2011,"SWZ",81150.5173001041
2012,"SWZ",45988.3636311332
2013,"SWZ",30775.6251395803
2014,"SWZ",30893.6655762885
2015,"SWZ",30762.610848127
2016,"SWZ",23594.1847178492
2017,"SWZ",26515.7265185655
2018,"SWZ",24328.3495119383
2019,"SWZ",33041.2174599708
2020,"SWZ",28219.436021408
2010,"SXM",77.0916041533894
2011,"SXM",36.4870811760892
2012,"SXM",29.7747977408074
2013,"SXM",56.9790572688653
2014,"SXM",70.8677670283111
2015,"SXM",80.1238435134526
2016,"SXM",116.842933697373
2017,"SXM",121.669547406209
2018,"SXM",103.987805396007
2019,"SXM",77.0916041533894
2020,"SXM",77.0916041533894
2010,"SYC",282.156135622496
2011,"SYC",196.78590418678
2012,"SYC",411.046826875741
2013,"SYC",610.834751660896
2014,"SYC",575.101998517832
2015,"SYC",992.807734294268
2016,"SYC",372.194583589426
2017,"SYC",954.696914209089
2018,"SYC",470.224662552365
2019,"SYC",558.150352007415
2020,"SYC",814.467369332017
2010,"SYR",177732.591675456
2011,"SYR",171884.090871214
2012,"SYR",144990.795768718
2013,"SYR",60284.0443482766
2014,"SYR",64811.6452812569
2015,"SYR",61080.2061856406
2016,"SYR",42463.8339720644
2017,"SYR",61755.6073244205
2018,"SYR",57658.9767843895
2019,"SYR",66908.445811712
2020,"SYR",41758.8725704501
2010,"TCD",25765.7621456146
2011,"TCD",3687.40203962678
2012,"TCD",1506.73401050393
2013,"TCD",4508.87566796407
2014,"TCD",5399.96483339263
2015,"TCD",5419.47016650264
2016,"TCD",14070.2786977656
2017,"TCD",1151.69659969712
2018,"TCD",5648.31271818049
2019,"TCD",1917.45344485648
2020,"TCD",3421.88225234986
2010,"TGO",14336.0403735536
2011,"TGO",25875.353040034
2012,"TGO",21356.1099456829
2013,"TGO",22045.0666714943
2014,"TGO",12825.3298282549
2015,"TGO",20039.7672375251
2016,"TGO",75274.7629211219
2017,"TGO",29958.2659272894
2018,"TGO",32742.9492832427
2019,"TGO",34482.9121717364
2020,"TGO",38890.9120719148
2010,"THA",2090314.86778814
2011,"THA",2291698.01001579
2012,"THA",2326460.46546969
2013,"THA",2516605.49177725
2014,"THA",2567273.84536832
2015,"THA",2436241.81683369
2016,"THA",2464661.44411745
2017,"THA",2799026.21109344
2018,"THA",3074385.87579086
2019,"THA",3043807.7458537
2020,"THA",3020916.00994166
2010,"TJK",11193.4435440881
2011,"TJK",5219.05694008072
2012,"TJK",11378.9339078251
2013,"TJK",6086.5817578335
2014,"TJK",12294.0733749615
2015,"TJK",25259.1560316676
2016,"TJK",25259.1560316676
2017,"TJK",36865.6876509583
2018,"TJK",36728.0649319095
2019,"TJK",57198.1546629673
2020,"TJK",50368.4075143845
2010,"TKM",7741.84771794861
2011,"TKM",11064.1576909489
2012,"TKM",12238.9105576988
2013,"TKM",26894.9045682504
2014,"TKM",17995.6835863856
2015,"TKM",15011.00221682
2016,"TKM",29493.599618737
2017,"TKM",59261.9774598175
2018,"TKM",87411.6313152995
2019,"TKM",29679.3016368785
2020,"TKM",29679.3016368785
2010,"TLS",89.9247272241962
2011,"TLS",148.986239366169
2012,"TLS",91.9157539867299
2013,"TLS",321.413132509909
2014,"TLS",264.275850844624
2015,"TLS",230.205297789621
2016,"TLS",163.43207942806
2017,"TLS",1037.25661766754
2018,"TLS",109.860825099937
2019,"TLS",352.950408276231
2020,"TLS",836.075027058228
2010,"TON",115.272228380542
2011,"TON",204.54483089511
2012,"TON",189.276559015879
2013,"TON",97.0623270446876
2014,"TON",103.542521623843
2015,"TON",84.3674387471261
2016,"TON",133.048430425346
2017,"TON",108.61800013681
2018,"TON",115.72807444173
2019,"TON",171.966366127183
2020,"TON",136.552972653177
2010,"TUN",433007.830207543
2011,"TUN",298582.304108176
2012,"TUN",343569.440934233
2013,"TUN",363824.305044728
2014,"TUN",367683.926258736
2015,"TUN",307389.425430352
2016,"TUN",355066.055422446
2017,"TUN",264528.527708299
2018,"TUN",237666.371398853
2019,"TUN",263298.920125047
2020,"TUN",185416.881358767
2010,"TUR",3482308.45830944
2011,"TUR",3322567.52362594
2012,"TUR",3634001.2424667
2013,"TUR",3946881.87436515
2014,"TUR",4301588.80817794
2015,"TUR",4306358.65121017
2016,"TUR",4364749.48339993
2017,"TUR",4484673.46131635
2018,"TUR",4183176.65126137
2019,"TUR",4433387.61985158
2020,"TUR",4098728.64821331
2010,"TZA",141833.250621708
2011,"TZA",129832.385862228
2012,"TZA",126104.811577812
2013,"TZA",160114.87002274
2014,"TZA",177556.130827949
2015,"TZA",227602.4373765
2016,"TZA",205638.262218442
2017,"TZA",259919.456787039
2018,"TZA",255068.236324607
2019,"TZA",276742.71134293
2020,"TZA",396084.724394585
2010,"UGA",32297.6084576436
2011,"UGA",28710.3882129718
2012,"UGA",40197.6646094297
2013,"UGA",41569.223761548
2014,"UGA",43444.381028032
2015,"UGA",50906.9639320344
2016,"UGA",85320.0963379993
2017,"UGA",76640.8396357448
2018,"UGA",78776.0137548417
2019,"UGA",70335.7275019426
2020,"UGA",91462.62343827
2010,"UKR",1070887.78146744
2011,"UKR",1380782.76927467
2012,"UKR",1237081.69123587
2013,"UKR",1223348.73936063
2014,"UKR",943370.678668414
2015,"UKR",876164.859740609
2016,"UKR",815196.333877664
2017,"UKR",822802.255445361
2018,"UKR",785772.616280062
2019,"UKR",928068.348003643
2020,"UKR",959136.294198219
2010,"URY",249764.108980626
2011,"URY",259719.309982796
2012,"URY",265031.914631542
2013,"URY",290642.302303664
2014,"URY",272001.412088092
2015,"URY",316495.135174047
2016,"URY",313703.903806125
2017,"URY",354868.034857225
2018,"URY",357764.019752273
2019,"URY",374375.834073448
2020,"URY",366967.728716802
2010,"USA",96280975.4411142
2011,"USA",90264077.4132473
2012,"USA",91451875.6823321
2013,"USA",94069327.7884373
2014,"USA",95960283.698101
2015,"USA",109204020.411036
2016,"USA",108303868.703694
2017,"USA",103174530.408088
2018,"USA",106752515.178272
2019,"USA",115669061.485025
2020,"USA",123283815.475017
2010,"UZB",372084.766578753
2011,"UZB",292895.326426561
2012,"UZB",316081.25845209
2013,"UZB",402690.617284456
2014,"UZB",408926.456258009
2015,"UZB",593044.18168452
2016,"UZB",501394.57626396
2017,"UZB",313354.889141554
2018,"UZB",187270.464125409
2019,"UZB",211668.438428429
2020,"UZB",277344.651970304
2010,"VEN",1461456.82001058
2011,"VEN",2003980.60533724
2012,"VEN",2085357.77589046
2013,"VEN",1508463.04659767
2014,"VEN",1466631.93928304
2015,"VEN",1705178.0374238
2016,"VEN",1705178.0374238
2017,"VEN",1705178.0374238
2018,"VEN",1705178.0374238
2019,"VEN",1705178.0374238
2020,"VEN",1705178.0374238
2010,"VNM",726755.495179055
2011,"VNM",811946.340604619
2012,"VNM",900600.913663629
2013,"VNM",948343.690048055
2014,"VNM",1035294.23674436
2015,"VNM",1092581.3629114
2016,"VNM",1091834.21011218
2017,"VNM",1120104.95202682
2018,"VNM",1294604.32042123
2019,"VNM",1356331.95971289
2020,"VNM",1305853.52824117
2010,"VUT",134.772654272095
2011,"VUT",201.860952354354
2012,"VUT",239.137687499174
2013,"VUT",1623.39918865341
2014,"VUT",64.0107737420366
2015,"VUT",56.4880955098084
2016,"VUT",122.392916543355
2017,"VUT",96.5701095717113
2018,"VUT",126.519200492299
2019,"VUT",248.136061386267
2020,"VUT",188.486034801135
2010,"WSM",286.229798416881
2011,"WSM",587.76790609674
2012,"WSM",256.637548515664
2013,"WSM",339.780025970327
2014,"WSM",698.181232312652
2015,"WSM",427.742615171882
2016,"WSM",316.136701786478
2017,"WSM",253.282537159863
2018,"WSM",672.66292862182
2019,"WSM",356.972490398854
2020,"WSM",217.399997746711
2010,"YEM",22974.8184051628
2011,"YEM",19112.5202755601
2012,"YEM",30751.2592723729
2013,"YEM",49533.6355735635
2014,"YEM",48052.5177929432
2015,"YEM",15817.6855224951
2016,"YEM",25813.7413383459
2017,"YEM",15924.4459856806
2018,"YEM",18030.831355472
2019,"YEM",27334.6061690663
2020,"YEM",27334.6061690663
2010,"ZAF",2446995.13249118
2011,"ZAF",2497258.83873773
2012,"ZAF",2384550.16000795
2013,"ZAF",2144618.98110494
2014,"ZAF",2308609.33132528
2015,"ZAF",2449032.28162139
2016,"ZAF",2220618.30434316
2017,"ZAF",2682334.57427971
2018,"ZAF",2740495.29876618
2019,"ZAF",2675911.90382762
2020,"ZAF",2557258.94000144
2010,"ZMB",134950.035496419
2011,"ZMB",154725.159616009
2012,"ZMB",143398.175604826
2013,"ZMB",244015.981947439
2014,"ZMB",175261.412932575
2015,"ZMB",169824.586202064
2016,"ZMB",136162.472142398
2017,"ZMB",181848.764008962
2018,"ZMB",197378.107554242
2019,"ZMB",186639.251930671
2020,"ZMB",135960.970802214
2010,"ZWE",37357.7654966496
2011,"ZWE",62563.9836911431
2012,"ZWE",42692.5944360666
2013,"ZWE",81116.2301426678
2014,"ZWE",74296.744343798
2015,"ZWE",82610.5746948955
2016,"ZWE",63305.5138966848
2017,"ZWE",95716.6513454105
2018,"ZWE",122183.287656452
2019,"ZWE",98543.6743106066
2020,"ZWE",106628.669946276
