"year","location_code","prodinit_ippu_paper_tonne"
2016,"SVN",600557.326921288
2017,"SVN",604572.211135553
2018,"SVN",636033.367071615
2019,"SVN",605147.226677162
2020,"SVN",606129.47446846
2010,"SWE",10063997.3309357
2011,"SWE",10789813.7108148
2012,"SWE",10449681.1025514
2013,"SWE",10571310.8369758
2014,"SWE",9888902.64428807
2015,"SWE",8659989.57423004
2016,"SWE",8683210.02444737
2017,"SWE",8802366.15583242
2018,"SWE",8135744.451675
2019,"SWE",7388560.14371131
2020,"SWE",7550808.62825721
2010,"SWZ",48168.2113816755
2011,"SWZ",56623.2657623053
2012,"SWZ",54940.2696567067
2013,"SWZ",43582.5244147795
2014,"SWZ",43260.3970131733
2015,"SWZ",47980.1330657197
2016,"SWZ",31248.2184370627
2017,"SWZ",34350.214740341
2018,"SWZ",34808.8529537031
2019,"SWZ",32660.1540674154
2020,"SWZ",29462.42462872
2010,"SXM",1742.97868503846
2011,"SXM",870.241706710018
2012,"SXM",1505.94334044072
2013,"SXM",1616.98741450914
2014,"SXM",1936.8977108251
2015,"SXM",2423.08262229138
2016,"SXM",2078.54393239648
2017,"SXM",1910.3497225027
2018,"SXM",1601.78303063212
2019,"SXM",1742.97868503846
2020,"SXM",1742.97868503846
2010,"SYC",2886.74921356583
2011,"SYC",3053.34791011695
2012,"SYC",3560.5503297207
2013,"SYC",5390.49515652465
2014,"SYC",4500.84729515575
2015,"SYC",6436.12081155307
2016,"SYC",5556.12667867123
2017,"SYC",5106.88781760684
2018,"SYC",6468.75211880425
2019,"SYC",5154.08933447665
2020,"SYC",6764.24336448349
2010,"SYR",465630.763354564
2011,"SYR",439463.753456857
2012,"SYR",344737.695035706
2013,"SYR",179113.099807066
2014,"SYR",153949.085588288
2015,"SYR",143904.163823002
2016,"SYR",104820.644498417
2017,"SYR",112701.150423584
2018,"SYR",137251.73975072
2019,"SYR",151098.155845454
2020,"SYR",95942.7306520661
2010,"TCD",4926.88941321445
2011,"TCD",5857.53240824591
2012,"TCD",4926.97684900965
2013,"TCD",8347.68645028977
2014,"TCD",6983.34581625861
2015,"TCD",5490.19148111502
2016,"TCD",5074.97428068368
2017,"TCD",5112.23489305965
2018,"TCD",4423.85657956895
2019,"TCD",4511.90572892032
2020,"TCD",4105.02903708083
2010,"TGO",28050.1833644952
2011,"TGO",34328.8444969059
2012,"TGO",43285.1556905671
2013,"TGO",37656.0597375065
2014,"TGO",44624.1385226862
2015,"TGO",35038.5851768519
2016,"TGO",45961.9916227444
2017,"TGO",61946.1814960984
2018,"TGO",73365.4426345547
2019,"TGO",91310.6355164543
2020,"TGO",81119.1359371255
2010,"THA",1504362.40243392
2011,"THA",2091969.73820779
2012,"THA",1658924.35160931
2013,"THA",1712602.60782776
2014,"THA",1722825.10060205
2015,"THA",1871700.13133836
2016,"THA",1902851.72226037
2017,"THA",2012239.87988177
2018,"THA",2021596.67603215
2019,"THA",2138608.53019287
2020,"THA",2272398.64008206
2010,"TJK",19044.8204318763
2011,"TJK",21839.2528394057
2012,"TJK",27544.3329052711
2013,"TJK",34789.1946958912
2014,"TJK",57346.9882334677
2015,"TJK",40890.423109249
2016,"TJK",40890.423109249
2017,"TJK",50544.0207156405
2018,"TJK",55016.8588306324
2019,"TJK",55271.1236563917
2020,"TJK",46617.2156746649
2010,"TKM",19046.5789631644
2011,"TKM",21716.1260249725
2012,"TKM",25164.5225323804
2013,"TKM",34421.2447177157
2014,"TKM",42123.3390150954
2015,"TKM",35749.149438318
2016,"TKM",34916.880608213
2017,"TKM",55425.4340057865
2018,"TKM",89331.5092440563
2019,"TKM",39766.0871721891
2020,"TKM",39766.0871721891
2010,"TLS",9109.1411858018
2011,"TLS",991.967214647457
2012,"TLS",2016.23357888498
2013,"TLS",1848.1280366199
2014,"TLS",1612.27089681756
2015,"TLS",2021.24992758513
2016,"TLS",3000.01300428867
2017,"TLS",3529.56360602311
2018,"TLS",2628.99475326534
2019,"TLS",4606.27373555406
2020,"TLS",4992.71657631055
2010,"TON",1466.25557800745
2011,"TON",2044.49804641853
2012,"TON",1879.70052572632
2013,"TON",1839.82141539172
2014,"TON",2052.58646905326
2015,"TON",2092.04557748325
2016,"TON",2591.86859159826
2017,"TON",1859.50442670017
2018,"TON",2178.03482711802
2019,"TON",2345.90489643302
2020,"TON",2997.17851135436
2010,"TUN",339456.708292381
2011,"TUN",365016.344889362
2012,"TUN",356848.027137816
2013,"TUN",387647.542576209
2014,"TUN",380509.052943667
2015,"TUN",382684.553033052
2016,"TUN",376282.952700363
2017,"TUN",350990.050838822
2018,"TUN",340004.126676603
2019,"TUN",318098.359980178
2020,"TUN",256286.354026587
2010,"TUR",5479208.3099983
2011,"TUR",5217381.18610426
2012,"TUR",5716530.98699293
2013,"TUR",6107790.36675621
2014,"TUR",6159470.01690754
2015,"TUR",6033739.58191149
2016,"TUR",6509099.11638119
2017,"TUR",5978504.35153015
2018,"TUR",5065760.59847844
2019,"TUR",5071096.29174652
2020,"TUR",4827053.14894873
2010,"TZA",223443.831813157
2011,"TZA",169454.601285169
2012,"TZA",204716.967343084
2013,"TZA",235857.586446795
2014,"TZA",283645.008445278
2015,"TZA",318083.609494584
2016,"TZA",459265.277419986
2017,"TZA",438018.228736073
2018,"TZA",503811.34308208
2019,"TZA",517383.695612796
2020,"TZA",409925.67260198
2010,"UGA",126577.403268294
2011,"UGA",155285.199572352
2012,"UGA",133836.819966581
2013,"UGA",148259.960753554
2014,"UGA",175486.140477472
2015,"UGA",188071.411057018
2016,"UGA",228983.775293876
2017,"UGA",214598.416358305
2018,"UGA",242605.460719792
2019,"UGA",191638.303193199
2020,"UGA",146097.746580099
2010,"UKR",1606661.44652238
2011,"UKR",1611534.11672622
2012,"UKR",1711245.98543416
2013,"UKR",1885272.97619063
2014,"UKR",1438471.71029416
2015,"UKR",919260.578704343
2016,"UKR",923190.155699165
2017,"UKR",970899.563233868
2018,"UKR",1054066.24319066
2019,"UKR",1038497.04105253
2020,"UKR",1100220.72975292
2010,"URY",331887.333794829
2011,"URY",361441.450223953
2012,"URY",362029.74698566
2013,"URY",386986.332404586
2014,"URY",371957.959918689
2015,"URY",405269.817926233
2016,"URY",320205.325381345
2017,"URY",345619.603780426
2018,"URY",319745.593499205
2019,"URY",287694.935657306
2020,"URY",257042.414979356
2010,"USA",78417918.1049003
2011,"USA",73711891.0041223
2012,"USA",76566869.9042906
2013,"USA",76168170.3750179
2014,"USA",76364129.184612
2015,"USA",85441717.9721959
2016,"USA",84922045.8789428
2017,"USA",85814930.0887678
2018,"USA",84705463.2499583
2019,"USA",83201548.93833
2020,"USA",83862266.2279396
2010,"UZB",194426.731636084
2011,"UZB",210174.802374108
2012,"UZB",231037.911690644
2013,"UZB",304682.416142403
2014,"UZB",379102.855509002
2015,"UZB",414077.443926548
2016,"UZB",399190.827107611
2017,"UZB",306880.444996206
2018,"UZB",201470.440841924
2019,"UZB",230240.887988371
2020,"UZB",262424.988440903
2010,"VEN",1134068.67258033
2011,"VEN",1311713.17186465
2012,"VEN",1165069.24016712
2013,"VEN",729181.749963499
2014,"VEN",596993.50988656
2015,"VEN",987405.268892434
2016,"VEN",987405.268892434
2017,"VEN",987405.268892434
2018,"VEN",987405.268892434
2019,"VEN",987405.268892434
2020,"VEN",987405.268892434
2010,"VNM",980489.647153086
2011,"VNM",988698.150621864
2012,"VNM",1208476.07388683
2013,"VNM",1274249.04710767
2014,"VNM",1281520.99701724
2015,"VNM",1321448.62456598
2016,"VNM",1444179.42094617
2017,"VNM",1543654.90095142
2018,"VNM",1524956.91069502
2019,"VNM",1669533.43317287
2020,"VNM",1818072.94686829
2010,"VUT",2319.18145939255
2011,"VUT",2848.84922645173
2012,"VUT",2849.09882128617
2013,"VUT",2095.26535951638
2014,"VUT",2575.54255653021
2015,"VUT",2321.66668098909
2016,"VUT",2549.87456541782
2017,"VUT",2774.96787850102
2018,"VUT",3151.64737635523
2019,"VUT",3687.76720421965
2020,"VUT",4400.21858707424
2010,"WSM",6032.09485224083
2011,"WSM",5742.474211006
2012,"WSM",5843.99222377009
2013,"WSM",5840.28507141571
2014,"WSM",6135.33805029791
2015,"WSM",5575.99413157029
2016,"WSM",6425.31709880192
2017,"WSM",6479.83582683189
2018,"WSM",6293.52316160703
2019,"WSM",6546.50877209619
2020,"WSM",7201.27253375261
2010,"YEM",192152.746724475
2011,"YEM",199334.181971853
2012,"YEM",232385.184539179
2013,"YEM",274142.955354384
2014,"YEM",274606.633210568
2015,"YEM",109712.639570164
2016,"YEM",179153.967705301
2017,"YEM",94140.7225844549
2018,"YEM",156142.692437426
2019,"YEM",190196.858233089
2020,"YEM",190196.858233089
2010,"ZAF",2515168.72080458
2011,"ZAF",2459990.12657362
2012,"ZAF",2538359.24257548
2013,"ZAF",2283825.34793788
2014,"ZAF",2183067.99270104
2015,"ZAF",2282918.02295288
2016,"ZAF",2152523.83716513
2017,"ZAF",2301580.08749403
2018,"ZAF",2317025.00007898
2019,"ZAF",2193320.11892447
2020,"ZAF",1941049.38604006
2010,"ZMB",68533.3234158392
2011,"ZMB",75898.4093036745
2012,"ZMB",98638.8825027352
2013,"ZMB",98779.2079540951
2014,"ZMB",100519.961555055
2015,"ZMB",92253.6625423096
2016,"ZMB",81976.4887999607
2017,"ZMB",93920.9735493719
2018,"ZMB",105088.398824733
2019,"ZMB",98164.2452190708
2020,"ZMB",78189.7428565459
2010,"ZWE",70612.0386269104
2011,"ZWE",70218.7459713002
2012,"ZWE",91030.0547639581
2013,"ZWE",114374.122278861
2014,"ZWE",127598.475972862
2015,"ZWE",124214.482489988
2016,"ZWE",112514.76887902
2017,"ZWE",128954.53655871
2018,"ZWE",157568.685694424
2019,"ZWE",128625.37163221
2020,"ZWE",113900.655660152
